"Park ID","Park Name","Address","Location Description","Park Category","Linear Park System","District","Classification Type","Neighbourhood","Electoral Ward","CCA","Water Area in Hectares","Land Area in Hectares","Polygon","Total Area in Hectares"
"169","Campion Tot Lot",,"1436 William Ave W","Park and Open Space",,"North","Neighbourhood","WESTON","Point Douglas","Inkster","0","0.29099","MULTIPOLYGON (((-97.18861966863253 49.914674953457826, -97.18747852078015 49.91431020218532, -97.1872817352601 49.91456644725046, -97.1884224860605 49.91493146946682, -97.18861966863253 49.914674953457826)))","0.29099"
"13","23 Archibald Riverbank",,"23 Archibald St","Park and Open Space","Kildonan Parkway","East","Linkage","NORTH ST. BONIFACE","St. Boniface","St. Boniface","0","0.224968","MULTIPOLYGON (((-97.10685389373052 49.901356324999874, -97.10809633742076 49.901578103042134, -97.10813182203938 49.90153654670297, -97.10817911824651 49.901491623777986, -97.10825962356233 49.90144148595214, -97.10828926142312 49.90143144541296, -97.1083120275945 49.90142974806625, -97.10833119078615 49.90142403410391, -97.1083490795148 49.90141006528403, -97.10690355913742 49.901152033895016, -97.10685389373052 49.901356324999874)))","0.224968"
"107","Pacific Dee Park",,"1887 Pacific Ave W","Park and Open Space",,"North","Community","BROOKLANDS","Point Douglas","Inkster","0","0.328263","MULTIPOLYGON (((-97.20030575752104 49.92149853978905, -97.1995258833238 49.92124941380599, -97.19948246658241 49.92179302825266, -97.19986816786911 49.92191624650353, -97.19968924892054 49.92214965101696, -97.19987944142774 49.922210435220315, -97.20008849357484 49.92193770734702, -97.1999924943138 49.92190704223996, -97.20030575752104 49.92149853978905)))","0.328263"
"431","Fairgrove Window Park",,"2400 King Edward St","Park and Open Space",,"North","Neighbourhood","TYNDALL PARK","Point Douglas","Inkster","0","0.809835","MULTIPOLYGON (((-97.20846837833167 49.94306624127579, -97.20840059387953 49.94307319781157, -97.20833199118763 49.9430821036205, -97.20826658792961 49.94309238455359, -97.2081962011094 49.94310546151212, -97.2081305758209 49.943119601318564, -97.20806364691937 49.94313604073742, -97.20800424284738 49.943152420144976, -97.20793728868487 49.94317300709357, -97.20787646586854 49.94319377823964, -97.2078164614446 49.943216333071426, -97.20775916024604 49.94323992457855, -97.20770165203731 49.94326578124269, -97.20764604019172 49.9432930477679, -97.20759098770884 49.9433224476586, -97.20753957675034 49.943352300551176, -97.20749090066428 49.94338294857719, -97.20744330476968 49.94341544043487, -97.20739781819783 49.94344914554045, -97.20735430820609 49.94348417865911, -97.20731321656869 49.94352018681301, -97.20727797261807 49.94355372695582, -97.2072376010987 49.94359576359087, -97.20720273676422 49.943635864159084, -97.20717074219907 49.943676559917094, -97.2071419838877 49.94371720793977, -97.20711518185614 49.9437596441567, -97.20709124760732 49.94380258272303, -97.2070703573036 49.9438455635992, -97.2070527462464 49.94388769435172, -97.20703740964339 49.94393130193787, -97.20702472387833 49.943975743452896, -97.20701500765057 49.94401984326957, -97.20846754192614 49.94402044524414, -97.20846837833167 49.94306624127579)))","0.809835"
"6001","Donald Riverbank West",,"409 Mulvey Ave E","Park and Open Space","South Winnipeg Parkway","South","Non-Designated","RIVERVIEW","Fort Rouge - East Fort Garry","River Heights","0","0.680638","MULTIPOLYGON (((-97.13958138674997 49.874772955405874, -97.13983990077153 49.87433484749949, -97.13960413334651 49.87382428007096, -97.13985643153426 49.873387711476674, -97.13989221889837 49.87317335001378, -97.13944664160805 49.872619083295334, -97.13904349305193 49.872753712649576, -97.13913301762607 49.87287215558899, -97.13906351577057 49.87289433258326, -97.1394073158123 49.8733255905396, -97.13928574628002 49.87336375812633, -97.13924982335116 49.87340533044305, -97.1392156373334 49.87353566542173, -97.13929231004613 49.873550206553716, -97.13928045335466 49.87363542343939, -97.13932747848723 49.87375153358557, -97.13934804313814 49.87419886517175, -97.13948350317926 49.87420214885202, -97.13952067490241 49.87430198168862, -97.1394144111337 49.8743661416314, -97.13954153784563 49.87461236955229, -97.13958138674997 49.874772955405874)))","0.680638"
"3942","Hillbrook Walk",,"Between 75 & 75 Hillbrook Dr","Park and Open Space",,"North","Linkage","NORTH INKSTER INDUSTRIAL","Old Kildonan","Inkster","0","0.088857","MULTIPOLYGON (((-97.21309853034357 49.9592819816371, -97.21293155716081 49.958979711481796, -97.21293263254404 49.95870436226179, -97.21285930859449 49.95871734194358, -97.21278425068347 49.958732917866065, -97.21271080288093 49.958750498188536, -97.21263747722807 49.9587704732731, -97.21282249604172 49.95902727551833, -97.21298461368757 49.95934515317325, -97.21301106457416 49.9593943795913, -97.21308569622617 49.95935644555672, -97.21313100320201 49.959342189775214, -97.21309853034357 49.9592819816371)))","0.088857"
"5341","Higgins Greenspace",,"52 Higgins Ave","Greenfield - Future Park","North Winnipeg Parkway","North Downtown","Greenfield - Future Park: Neighbourhood","SOUTH POINT DOUGLAS","Point Douglas","Point Douglas","0","1.003553","MULTIPOLYGON (((-97.12126417342209 49.90235497070302, -97.121510227333 49.90168994593571, -97.11942757383045 49.901533018797316, -97.11923908135249 49.90204163153259, -97.12126417342209 49.90235497070302)))","1.003553"
"123","Mayfair Recreation Centre",,"40 Mayfair Pl","Park and Open Space","South Assiniboine Parkway","South","Community","RIVER-OSBORNE","Fort Rouge - East Fort Garry","River Heights","0","0.590449","MULTIPOLYGON (((-97.13838105716002 49.88273832149955, -97.13788009070561 49.882116053710206, -97.13739937997664 49.882277704809496, -97.13733282422825 49.88229736985507, -97.13732311587749 49.88230339748351, -97.13731592857361 49.882309006490345, -97.13730409612899 49.88232198597765, -97.13729803163781 49.88233300743603, -97.13717909623847 49.88271812409809, -97.13716793437136 49.88277959533689, -97.13715473626283 49.88297225833927, -97.13713612579019 49.88309898594871, -97.13714022446976 49.883142717250095, -97.13720780795137 49.88313291481811, -97.13838105716002 49.88273832149955)))","0.590449"
"6181","Luzon Bay Greenspace",,"N side of Luzon By","Park and Open Space",,"North","Buffer","ROSSER-OLD KILDONAN","Old Kildonan","Seven Oaks","0","0.054731","MULTIPOLYGON (((-97.1998775979602 49.96260334726203, -97.19948921226818 49.96231008237639, -97.19937861833202 49.9623709258949, -97.19933111690368 49.96233517873296, -97.19930872601495 49.96234741119124, -97.19974551604503 49.96267661221538, -97.1998775979602 49.96260334726203)))","0.054731"
"631","Hespeler Park",,"25 Hespeler Ave","Park and Open Space",,"East","Neighbourhood","GLENELM","Elmwood - East Kildonan","River East","0","0.198534","MULTIPOLYGON (((-97.12399939602228 49.915430533497535, -97.12315780006715 49.91515094514387, -97.12297880718488 49.915385089855604, -97.12383189714362 49.9156681546605, -97.12399939602228 49.915430533497535)))","0.198534"
"7021","Waterford Green Trail Northeast",,"186 Water Ridge Path","Greenfield - Future Park",,"North","Greenfield - Future Park: Buffer","ROSSER-OLD KILDONAN","Old Kildonan","Seven Oaks","0","0.323507","MULTIPOLYGON (((-97.1958394342532 49.96482998928051, -97.1948264147881 49.96538683040685, -97.19486794664438 49.9655123022461, -97.19761326221108 49.963989723641525, -97.19766850339371 49.96368283495538, -97.19746845527793 49.96393489871899, -97.1958394342532 49.96482998928051)))","0.323507"
"6345","Mother Earth Nature Park",,"870 Gunn Rd","Greenfield - Future Park",,"East","Greenfield - Future Park: Neighbourhood","TRANSCONA NORTH","Transcona","Transcona","0","13.011022","MULTIPOLYGON (((-96.99017741959979 49.91270365700317, -96.98542146382073 49.91134825664359, -96.985353977206 49.91542130518704, -96.99013523669477 49.91544744956105, -96.99017741959979 49.91270365700317)))","13.011022"
"6390","Yellow Moon Crescent Walk",,"Between 199 & 207 Yellow Moon Cres","Greenfield - Future Park",,"East","Greenfield - Future Park: Linkage","SAGE CREEK","St. Vital","St. Boniface","0","0.021018","MULTIPOLYGON (((-97.0376565746433 49.82613262293521, -97.03814355943395 49.826131968467166, -97.03814337645296 49.82607802425912, -97.03765639468607 49.82607867931641, -97.0376565746433 49.82613262293521)))","0.021018"
"1170","Stillwater Park",,"NW Willowlake Cres & Lakewood Blvd","Park and Open Space",,"East","Neighbourhood","SOUTHDALE","St. Boniface","St. Boniface","1.245874","0.642732","MULTIPOLYGON (((-97.07745112461109 49.84803412802101, -97.07739271643837 49.84803563898447, -97.07733460461692 49.848039728148485, -97.07727706100366 49.848046376383174, -97.07722035479748 49.848055552586715, -97.07716475128021 49.84806721383128, -97.07716583201127 49.849592390156, -97.07763426943895 49.85050666554558, -97.07790969544168 49.850420946351576, -97.07828077189124 49.85036410395038, -97.0784045809657 49.85019882590118, -97.07805954616198 49.849405742714964, -97.07835148917363 49.8486441850523, -97.07815688122268 49.84826431969012, -97.07815673010035 49.84806579808177, -97.07815829084178 49.848034415277084, -97.07745112461109 49.84803412802101)))","1.888606"
"1055","Omand's Creek Greenway-South",,"624 Denson Pl","Park and Open Space","Omand's Creek Greenway","North","Linkage","MINTO","Daniel McIntyre","Downtown","0.059336","1.274388","MULTIPOLYGON (((-97.19368027942753 49.88182426528574, -97.1936103970024 49.88183702201524, -97.1936035433832 49.881820962484774, -97.1931182859105 49.88191754335854, -97.19312611539246 49.88193241415085, -97.19300221212237 49.881957271189016, -97.19294138022681 49.88273060048905, -97.1929785877021 49.883269600902786, -97.19371750016617 49.88329157295977, -97.19365215616327 49.884112762845724, -97.19242262886029 49.88407618745134, -97.19242022474585 49.884127584636644, -97.19245762957992 49.88414074534113, -97.19249222317758 49.88415679860581, -97.19252347263492 49.88417549713641, -97.19255089656153 49.884196552889165, -97.19257407249626 49.884219641507585, -97.19259264341522 49.88424440731928, -97.19260632323187 49.88427046881477, -97.19261490120448 49.884297424523986, -97.19261824518303 49.88432485920143, -97.19261630364537 49.88435235022236, -97.1927015896496 49.884354091631046, -97.19320144425765 49.88437066142289, -97.19318229207629 49.884611736210815, -97.1936536975789 49.88462713828722, -97.19387866710572 49.88180004472278, -97.19387695793988 49.88174868542255, -97.1937201086166 49.881780070457296, -97.19370519723546 49.881785398027944, -97.19369301557589 49.88179309624044, -97.19368444103974 49.881802610620895, -97.19368009122208 49.88181325588273, -97.19368027942753 49.88182426528574)))","1.333724"
"1058","Fountainview Park",,"70 Shorehill Dr","Park and Open Space",,"East","Neighbourhood","ROYALWOOD","St. Vital","St. Boniface","2.446075","0.769385","MULTIPOLYGON (((-97.08137664802007 49.83857240947184, -97.08143424097555 49.83853602406761, -97.0814954728569 49.83850221533951, -97.08156006863068 49.83847113514138, -97.0816277381561 49.83844292307139, -97.0816981774881 49.83841770584539, -97.0817710702424 49.83839559672745, -97.08184608901658 49.83837669502126, -97.0819228968603 49.83836108562442, -97.08200114878872 49.83834883864706, -97.08208049333167 49.83834000909675, -97.08216057411221 49.838334636631565, -97.08204425672557 49.83731959416646, -97.08256890412399 49.836914060960154, -97.08362947182145 49.83679770649237, -97.0848960471093 49.836412267106525, -97.08523795112268 49.836281395254, -97.08525092577344 49.83610791513046, -97.08502787780363 49.835810498037404, -97.08481986225895 49.83578866597839, -97.08450022291053 49.83586900150753, -97.0844725849753 49.83587659910913, -97.08442691450888 49.83588734179795, -97.08365789252618 49.83608067888168, -97.08360580464526 49.83609306425012, -97.08356804982412 49.8361032564826, -97.08193032192625 49.836514803859174, -97.08041267330017 49.83793358056511, -97.08131502796627 49.8385978910902, -97.08133735377848 49.83859130060813, -97.08135803000118 49.8385827504107, -97.08137664802007 49.83857240947184)))","3.21546"
"1056","Stewart-St. Charles Playground",,"405 Allard Ave","Park and Open Space",,"North","Neighbourhood","GLENDALE","Charleswood - Tuxedo - Westwood","St. James - Assiniboia","0","0.663423","MULTIPOLYGON (((-97.31958762277866 49.87928495257131, -97.31959203819652 49.879229809248415, -97.31901149471246 49.87921081963448, -97.31886128175974 49.880696648378446, -97.31892905908309 49.8806974804896, -97.31938620032524 49.880643509488735, -97.31941156306148 49.88039323070895, -97.3194750536433 49.88039585101201, -97.31958762277866 49.87928495257131)))","0.663423"
"5768","Parker Greenspace",,"W of 1214 Parker Ave","Park and Open Space",,"South","Fragment","PARKER","River Heights - Fort Garry","Fort Garry","0","0.021533","MULTIPOLYGON (((-97.16292831943217 49.84880277806983, -97.1632875819994 49.84868140346773, -97.16319270983632 49.84856354859165, -97.16292831943217 49.84880277806983)))","0.021533"
"1415","Keslar Park",,"91 Keslar Rd","Park and Open Space",,"South","Neighbourhood","FAIRFIELD PARK","Waverley West","Fort Garry","1.91134","0.947414","MULTIPOLYGON (((-97.16537492987187 49.79444977646237, -97.16537513779527 49.79446284859948, -97.16537813679001 49.79447694073454, -97.1653835720518 49.79448989808229, -97.16539230237953 49.79450343602565, -97.16597640749517 49.79522804064102, -97.16634302067284 49.79640279560796, -97.16634913854202 49.796416362433476, -97.16635798524807 49.79642934710117, -97.16636995102832 49.79644198282161, -97.16638322001172 49.79645256407569, -97.16640162092745 49.79646366516975, -97.16642386469313 49.796473391033814, -97.16644590603896 49.79648011325023, -97.16647026559517 49.796484832339466, -97.16649537019899 49.79648709452079, -97.16652067112656 49.79648686943586, -97.16654562021216 49.796484168757466, -97.16657001776302 49.79647895623266, -97.1665917676325 49.79651185114103, -97.16666705704394 49.7964977687292, -97.16684434943303 49.79643678018594, -97.16681702633817 49.79639547908935, -97.16747702435254 49.79617131727933, -97.16749145743682 49.79616490845498, -97.16750424307422 49.79615787907426, -97.16751582283548 49.79615009045524, -97.1675276082431 49.79614022646291, -97.1675368663678 49.796130387629745, -97.16754421942156 49.79612033241204, -97.16754988126434 49.79610995581927, -97.16755380266493 49.79609952654138, -97.1675808811136 49.796090340441324, -97.16799326471455 49.79667762568557, -97.16803119984773 49.79660286862083, -97.16833453208093 49.79649997215475, -97.16738631563199 49.795176044842385, -97.16751671066746 49.79493025034054, -97.16799632064881 49.79476754058133, -97.16838415118258 49.79484803763709, -97.16864466330897 49.794943428745796, -97.1691613774264 49.79476811118627, -97.16884559745183 49.79437792695201, -97.16685479779551 49.79505328092253, -97.16621850496955 49.79414548881819, -97.166174501824 49.79412814364186, -97.16610290243649 49.79411837660683, -97.16602648124088 49.79412491575322, -97.1659033455333 49.79415818871613, -97.16573697047792 49.79421261479545, -97.16544533356628 49.794327752874985, -97.16537103060644 49.79436461634789, -97.16534479293068 49.79439660539299, -97.1653320987878 49.794441119530056, -97.16537492987187 49.79444977646237)))","2.858754"
"1154","Wellington Wardlaw Buffer",,"NE Wellington Cres & Wardlaw Ave","Park and Open Space","South Assiniboine Parkway","South","Neighbourhood","McMILLAN","Fort Rouge - East Fort Garry","River Heights","0","0.048918","MULTIPOLYGON (((-97.1505590081056 49.87484357519855, -97.15024450822601 49.87494904883757, -97.15043039730584 49.87518096331312, -97.15062302728737 49.87488158789094, -97.15063365222474 49.8748549951604, -97.15059251530603 49.87483160062341, -97.1505590081056 49.87484357519855)))","0.048918"
"1134","Warde-Lagimodiere Buffer",,"N side of Warde Ave between Boul De La Seigneurie & Lagimodiere Blvd","Park and Open Space",,"East","Buffer","ISLAND LAKES","St. Boniface","St. Boniface","0","1.009623","MULTIPOLYGON (((-97.05653427388671 49.82727930101596, -97.05639502538108 49.82735061835833, -97.05625408420156 49.82741979114404, -97.05610337088092 49.82749056423092, -97.0559578568916 49.827555901731, -97.05580988850932 49.82761945402979, -97.0556493088468 49.82768526442034, -97.05548869932805 49.82774793046257, -97.05534701354415 49.827800689940595, -97.05518464825057 49.827858344503134, -97.05502563409969 49.8279120013405, -97.05486213947567 49.827964367691294, -97.05471136719193 49.828010216518365, -97.05454320963678 49.828058666862006, -97.05438105180487 49.8281027788621, -97.05419128319399 49.82815123649205, -97.05404215802942 49.82818697914056, -97.05393133256084 49.82821223756175, -97.05382644775995 49.82823513380588, -97.05371824208703 49.828257741186725, -97.05361677559422 49.82827801669747, -97.05350719964733 49.82829892045839, -97.05339683632496 49.82831894484866, -97.05329478655727 49.82833655137493, -97.05318484611198 49.8283545515314, -97.05297262816592 49.828386494220574, -97.052768355876 49.82841380288122, -97.05255527989031 49.82843875004357, -97.05243627421187 49.82845112908876, -97.05231632426556 49.82846248888124, -97.05211531524806 49.828479028712565, -97.05191993438257 49.828492131008254, -97.05172271885216 49.82850240408441, -97.05151756361678 49.828509960766944, -97.05138041224187 49.828513239048895, -97.05121444726959 49.82851530989911, -97.05044671634703 49.82851629443078, -97.05044447776096 49.828696089500966, -97.05122117439566 49.828695081014914, -97.05137601103947 49.828693198207596, -97.05153060064866 49.828689572002524, -97.05174019400975 49.82868186260785, -97.05195102766206 49.8286708518564, -97.05214457524619 49.828657853064655, -97.0522624899982 49.82864856919231, -97.05237490439742 49.82863875075403, -97.0524903195279 49.82862768231853, -97.0525977782522 49.82861647200483, -97.0527038975409 49.82860453987251, -97.05281903507934 49.828590618982815, -97.05293550409547 49.82857549746035, -97.05304030030345 49.82856099081364, -97.05315889819799 49.82854353590633, -97.05327563295302 49.82852526950348, -97.0533989745203 49.82850478715395, -97.0535113235108 49.82848506198786, -97.05371485142437 49.828446698130946, -97.05381138595254 49.82842729991731, -97.05393181545796 49.828401999166424, -97.05413715378059 49.82835599476874, -97.05434136248601 49.82830658085321, -97.05453224554842 49.82825699824635, -97.05472698518284 49.82820293647653, -97.05491812664442 49.82814635275286, -97.0551153187823 49.8280841993542, -97.05530412687455 49.82802096325815, -97.05549190595275 49.82795431824823, -97.05567443363098 49.8278858048855, -97.05585583745115 49.82781391269086, -97.05603986114195 49.82773693486045, -97.05621138437326 49.82766134044985, -97.05638724323961 49.82757978790502, -97.05655930903895 49.827495817609204, -97.05672804439878 49.8274092334458, -97.0568963767433 49.8273184228566, -97.05699335244478 49.82726398819807, -97.05703796239958 49.82723780360912, -97.05694344319839 49.82720735998997, -97.056814613038 49.827123235759586, -97.05653427388671 49.82727930101596)))","1.009623"
